Thread ID: 106710
Total: 0.090464

 %self     total     self     wait    child    calls  name
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Request#xhr?
  0.02      0.00     0.00     0.00     0.00        1  <Class::ActionController::Base>#rescue_handlers
  0.02      0.00     0.00     0.00     0.00        2  <Class::StringIO>#allocate
  0.02      0.00     0.00     0.00     0.00        1  Rack::Request#parse_multipart
  0.02      0.00     0.00     0.00     0.00        2  ActionController::Integration::ControllerCapture::ClassMethods#last_instantiation=
  0.02      0.00     0.00     0.00     0.00        2  <Class::String>#allocate
  0.02      0.00     0.00     0.00     0.00        1  Enumerable#inject
  0.02      0.00     0.00     0.00     0.00        1  String#html_safe
  0.02      0.00     0.00     0.00     0.00        1  <Class::Time>#now
  0.02      0.00     0.00     0.00     0.00        1  Regexp#initialize
  0.02      0.00     0.00     0.00     0.00        2  Kernel#initialize_copy
  0.02      0.00     0.00     0.00     0.00        1  Enumerable#detect
  0.02      0.00     0.00     0.00     0.00        2  Hash#has_key?
  0.02      0.00     0.00     0.00     0.00        1  Object#blank?
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Response#last_modified?
  0.02      0.00     0.00     0.00     0.00        1  <Class::ActiveRecord::Base>#connection
  0.02      0.00     0.00     0.00     0.00        2  Module#extended
  0.02      0.00     0.00     0.00     0.00        2  Class#inheritable_attributes
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Response#etag?
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Request#path_parameters
  0.02      0.00     0.00     0.00     0.00        1  ActionController::RoutingError#initialize
  0.02      0.00     0.00     0.00     0.00        1  ActiveRecord::ConnectionAdapters::ConnectionHandler#clear_active_connections!
  0.02      0.00     0.00     0.00     0.00        2  <Class::Thread>#pass
  0.02      0.00     0.00     0.00     0.00        1  Enumerable#all?
  0.02      0.00     0.00     0.00     0.00        1  Rack::Lint#check_error
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Layout#initialize
  0.02      0.00     0.00     0.00     0.00        1  <Class::ActionController::Base>#view_paths(d1)
  0.02      0.09     0.00     0.00     0.09        1  BrowsingTest#test_homepage
  0.02      0.00     0.00     0.00     0.00        1  ActiveRecord::ConnectionAdapters::QueryCache#clear_query_cache
  0.02      0.00     0.00     0.00     0.00        2  ActionView::Base#template
  0.02      0.00     0.00     0.00     0.00        2  ActionView::Renderable#recompile?
  0.02      0.00     0.00     0.00     0.00        1  ActiveSupport::BufferedLogger#info?
  0.02      0.00     0.00     0.00     0.00        2  Module#<
  0.02      0.00     0.00     0.00     0.00        1  Kernel#clone
  0.02      0.00     0.00     0.00     0.00        1  ActionView::Template::EagerPath#load!
  0.01      0.00     0.00     0.00     0.00        1  Kernel#===
  0.01      0.00     0.00     0.00     0.00        1  Regexp#to_s
  0.01      0.00     0.00     0.00     0.00        1  ActionController::UrlRewriter#initialize
  0.01      0.00     0.00     0.00     0.00        1  Exception#set_backtrace
  0.01      0.00     0.00     0.00     0.00        1  <Class::Regexp>#quote
  0.01      0.00     0.00     0.00     0.00        1  Exception#initialize
  0.01      0.00     0.00     0.00     0.00        1  ActionController::Request#session
  0.01      0.00     0.00     0.00     0.00        1  String#initialize_copy
  0.01      0.00     0.00     0.00     0.00        1  ActionController::Base#performed?
  0.01      0.00     0.00     0.00     0.00        1  Rack::Request#content_length
  0.01      0.00     0.00     0.00     0.00        1  <Class::Module>#allocate
  0.01      0.00     0.00     0.00     0.00        1  <Module::Rails>#backtrace_cleaner
  0.01      0.00     0.00     0.00     0.00        1  ActionController::Session::AbstractStore::SessionHash#loaded?
  0.01      0.00     0.00     0.00     0.00        1  StringIO#length
  0.01      0.00     0.00     0.00     0.00        1  Hash#blank?
  0.01      0.00     0.00     0.00     0.00        1  ActionController::Base#consider_all_requests_local
  0.01      0.00     0.00     0.00     0.00        1  Hash#clear
  0.01      0.00     0.00     0.00     0.00        1  Module#==
  0.01      0.00     0.00     0.00     0.00        1  Array#reverse
  0.01      0.00     0.00     0.00     0.00        1  <Class::ActionController::Base>#logger
  0.01      0.00     0.00     0.00     0.00        1  StringIO#read
  0.01      0.00     0.00     0.00     0.00        1  FalseClass#to_s
  0.01      0.00     0.00     0.00     0.00        1  ActionController::Base#rescue_templates
  0.01      0.00     0.00     0.00     0.00        1  Symbol#to_sym
  0.01      0.00     0.00     0.00     0.00        1  <Class::ActiveRecord::Base>#configurations
  0.01      0.00     0.00     0.00     0.00        1  String#initialize


