Thread ID: 106710
Total: 0.289675

 %self     total     self     wait    child    calls  name
  0.02      0.00     0.00     0.00     0.00        7  Time#initialize
  0.02      0.00     0.00     0.00     0.00       10  Hash#blank?
  0.02      0.00     0.00     0.00     0.00        4  MonitorMixin#mon_acquire
  0.02      0.00     0.00     0.00     0.00        1  Authlogic::Session::Cookies::InstanceMethods#credentials=
  0.02      0.00     0.00     0.00     0.00        9  NilClass#blank?
  0.02      0.00     0.00     0.00     0.00        7  <Class::Mime::Type>#lookup
  0.02      0.00     0.00     0.00     0.00        3  <Module::I18n>#locale
  0.02      0.22     0.00     0.00     0.22        1  ActionController::MimeResponds::InstanceMethods#respond_to
  0.02      0.00     0.00     0.00     0.00        5  <Class::ActiveRecord::Base>#connection_handler(d1)
  0.02      0.00     0.00     0.00     0.00        9  Kernel#instance_variable_defined?
  0.02      0.01     0.00     0.00     0.01        4  Kernel#send(d5)
  0.02      0.00     0.00     0.00     0.00        3  <Module::I18n>#default_locale
  0.02      0.00     0.00     0.00     0.00        2  Regexp#match
  0.02      0.00     0.00     0.00     0.00        1  Authlogic::Session::Validation#ensure_authentication_attempted
  0.02      0.00     0.00     0.00     0.00        2  ActionView::Base#_set_controller_content_type
  0.02      0.00     0.00     0.00     0.00        8  <Module::SQLite3::Driver::Native::API>#sqlite3_data_count
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Base#initialize_template_class
  0.02      0.25     0.00     0.00     0.25        1  ActionController::Filters::InstanceMethods#call_filters
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Response#prepare!
  0.02      0.00     0.00     0.00     0.00        2  Kernel#instance_variable_names
  0.02      0.00     0.00     0.00     0.00        3  <Class::ActiveRecord::Base>#connected?
  0.02      0.29     0.00     0.00     0.29        1  ActionController::Integration::Runner#get
  0.02      0.00     0.00     0.00     0.00       10  Mime::Type#to_sym
  0.02      0.00     0.00     0.00     0.00        1  ActiveRecord::Errors#add
  0.02      0.00     0.00     0.00     0.00        1  <Module::ActiveSupport::Cache>#expand_cache_key
  0.02      0.00     0.00     0.00     0.00        1  Array#uniq!
  0.02      0.00     0.00     0.00     0.00        1  SQLite3::Statement#execute
  0.02      0.27     0.00     0.00     0.27        1  ActiveRecord::QueryCache::ClassMethods#cache
  0.02      0.00     0.00     0.00     0.00        9  String#empty?
  0.02      0.00     0.00     0.00     0.00        1  Rack::Request#GET
  0.02      0.00     0.00     0.00     0.00        4  ActiveSupport::CoreExtensions::String::Inflections#underscore
  0.02      0.00     0.00     0.00     0.00        9  Fixnum#<
  0.02      0.00     0.00     0.00     0.00        1  #<Module:0x1816950>#login_path
  0.02      0.00     0.00     0.00     0.00        3  ActionView::Template#path_without_format_and_extension
  0.02      0.21     0.00     0.00     0.21        1  ActionView::Base#render
  0.02      0.02     0.00     0.00     0.02        1  ActiveRecord::ConnectionAdapters::AbstractAdapter#log
  0.02      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::RouteSet>#recognize_optimized
  0.02      0.00     0.00     0.00     0.00        2  ActionView::Renderable#compile
  0.02      0.02     0.00     0.00     0.02        1  ActiveRecord::ConnectionAdapters::QueryCache#cache_sql
  0.02      0.00     0.00     0.00     0.00        7  <Class::Time>#allocate
  0.02      0.00     0.00     0.00     0.00        1  I18n::Backend::Base#lookup
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Layout#default_layout
  0.02      0.00     0.00     0.00     0.00        3  ActionController::Session::AbstractStore::SessionHash#[]
  0.02      0.00     0.00     0.00     0.00        2  ActionController::Request#parameters
  0.02      0.00     0.00     0.00     0.00        2  <Class::ActiveRecord::Base>#quoted_table_name
  0.02      0.00     0.00     0.00     0.00        1  <Class::ActiveRecord::Base>#add_conditions!
  0.02      0.00     0.00     0.00     0.00        2  ActiveSupport::MessageVerifier#generate_digest
  0.02      0.21     0.00     0.00     0.21        2  ActionView::Renderable#render_without_template_tracking
  0.02      0.00     0.00     0.00     0.00        1  SQLite3::Statement#get_metadata
  0.02      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.02      0.00     0.00     0.00     0.00        8  Authlogic::ActsAsAuthentic::Password::Methods::InstanceMethods#password
  0.02      0.27     0.00     0.00     0.27        1  ActionController::Dispatcher#dispatch
  0.02      0.00     0.00     0.00     0.00        4  ActionController::StringCoercion::UglyBody#method_missing
  0.02      0.00     0.00     0.00     0.00        1  <Class::ActiveRecord::Base>#add_joins!
  0.02      0.00     0.00     0.00     0.00        8  Array#to_a
  0.02      0.00     0.00     0.00     0.00        2  ActionController::Request#method
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Base#complete_request_uri
  0.02      0.26     0.00     0.00     0.26        1  ActionController::Flash::InstanceMethods#perform_action
  0.02      0.00     0.00     0.00     0.00        6  Kernel#String
  0.02      0.00     0.00     0.00     0.00        2  ActionController::Filters::Filter#should_run_callback?
  0.02      0.00     0.00     0.00     0.00        1  ActionView::Helpers::AssetTagHelper#stylesheet_tag
  0.02      0.00     0.00     0.00     0.00        3  ActiveRecord::ConnectionAdapters::ConnectionPool#connected?
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Response#assign_default_content_type_and_charset!
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Base#log_processing_for_parameters
  0.02      0.00     0.00     0.00     0.00        1  ActiveSupport::MessageVerifier#secure_compare
  0.02      0.00     0.00     0.00     0.00        1  SQLite3::Statement#initialize
  0.02      0.00     0.00     0.00     0.00        1  Rack::Lint#check_headers
  0.02      0.02     0.00     0.00     0.02        1  <Class::ActiveRecord::Base>#find_by_sql
  0.02      0.00     0.00     0.00     0.00        1  ActionController::ProcessWithTest#set_test_assigns
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Request#content_type
  0.02      0.00     0.00     0.00     0.00        3  Rack::Utils::HeaderHash#each
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Layout#pick_layout
  0.02      0.29     0.00     0.00     0.29        4  Kernel#__send__(d1)
  0.02      0.00     0.00     0.00     0.00        3  <Class::ActiveRecord::Base>#scope
  0.02      0.00     0.00     0.00     0.00        7  String#strip!
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Benchmarking#active_record_runtime
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Base#log_processing
  0.02      0.00     0.00     0.00     0.00        3  <Module::I18n>#normalize_key
  0.02      0.00     0.00     0.00     0.00        2  Authlogic::Session::Session::InstanceMethods#session_key
  0.02      0.00     0.00     0.00     0.00        2  ActionController::Filters::BeforeFilter#call
  0.02      0.00     0.00     0.00     0.00        1  ActionView::Base#_copy_ivars_from_controller
  0.02      0.00     0.00     0.00     0.00        6  Object#initialize
  0.02      0.00     0.00     0.00     0.00        6  Hash#default=
  0.02      0.00     0.00     0.00     0.00        1  <Class::Authlogic::Session::Base>#before_persisting_callback_chain
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Session::AbstractStore::SessionHash#stale_session_check!
  0.02      0.00     0.00     0.00     0.00        3  Mime::Type::AcceptItem#==
  0.02      0.00     0.00     0.00     0.00        6  Fixnum#>
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Request#path
  0.02      0.00     0.00     0.00     0.00        2  String#unpack
  0.02      0.00     0.00     0.00     0.00        6  Module#==
  0.02      0.27     0.00     0.00     0.27        1  ActiveRecord::ConnectionAdapters::ConnectionManagement#call
  0.02      0.00     0.00     0.00     0.00        4  ActionController::Request#request_method
  0.02      0.00     0.00     0.00     0.00        3  <Class::ActiveRecord::Base>#current_scoped_methods
  0.02      0.00     0.00     0.00     0.00        1  <Module::Rack::Utils>#parse_query
  0.02      0.00     0.00     0.00     0.00        2  Hash#values_at
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Flash::InstanceMethods#flash
  0.02      0.27     0.00     0.00     0.27        1  ActiveRecord::ConnectionAdapters::QueryCache#cache
  0.02      0.25     0.00     0.00     0.25        1  UsersController#index
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Response#initialize
  0.02      0.00     0.00     0.00     0.00        2  <Module::Rack::Utils>#unescape
  0.02      0.00     0.00     0.00     0.00        1  <Module::I18n>#normalize_keys
  0.02      0.00     0.00     0.00     0.00        1  ActiveSupport::CoreExtensions::Hash::Slice#slice
  0.02      0.00     0.00     0.00     0.00        2  ActionController::Request#request_uri
  0.02      0.00     0.00     0.00     0.00        4  String#sub!
  0.02      0.00     0.00     0.00     0.00        1  Authlogic::Session::UnauthorizedRecord#credentials=
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Session::CookieStore#load_session
  0.02      0.00     0.00     0.00     0.00        1  ActiveSupport::MessageVerifier#generate
  0.02      0.23     0.00     0.00     0.23        2  <Module::Benchmark>#ms(d1)
  0.02      0.00     0.00     0.00     0.00        5  Array#initialize
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Layout#action_has_layout?
  0.02      0.02     0.00     0.00     0.02        1  Authlogic::Session::Persistence::ClassMethods#find
  0.02      0.00     0.00     0.00     0.00        1  MonitorMixin::ConditionVariable#signal
  0.02      0.00     0.00     0.00     0.00        7  Float#*
  0.02      0.00     0.00     0.00     0.00        1  <Module::Marshal>#dump
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Base#assign_shortcuts
  0.02      0.00     0.00     0.00     0.00        1  ActiveSupport::Inflector#constantize
  0.02      0.00     0.00     0.00     0.00        6  Time#to_f
  0.02      0.00     0.00     0.00     0.00        8  <Class::ActiveRecord::Base>#inheritance_column
  0.02      0.00     0.00     0.00     0.00        7  Float#to_i
  0.02      0.00     0.00     0.00     0.00        2  Authlogic::Session::Password::Config#password_field
  0.02      0.00     0.00     0.00     0.00        2  Kernel#send(d7)
  0.02      0.25     0.00     0.00     0.25        1  ActionController::Base#perform_action_without_filters
  0.02      0.00     0.00     0.00     0.00        1  Authlogic::Session::Scopes::InstanceMethods#initialize
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Integration::Session#requestify
  0.02      0.00     0.00     0.00     0.00        1  Authlogic::Session::PriorityRecord#credentials=
  0.01      0.00     0.00     0.00     0.00        4  ActionView::Base#template=
  0.01      0.00     0.00     0.00     0.00        2  ActionController::Session::CookieStore#requires_session_id?
  0.01      0.00     0.00     0.00     0.00        2  ActionController::Filters::Filter#included_in_action?
  0.01      0.27     0.00     0.00     0.27        1  ActionController::Routing::RouteSet#call
  0.01      0.00     0.00     0.00     0.00        7  String#==(d1)
  0.01      0.00     0.00     0.00     0.00        1  <Class::ActiveRecord::ConnectionAdapters::AbstractAdapter>#checkin_callback_chain
  0.01      0.00     0.00     0.00     0.00        2  ActionView::Base#_evaluate_assigns_and_ivars
  0.01      0.00     0.00     0.00     0.00        2  <Module::Rack::Utils>#escape
  0.01      0.00     0.00     0.00     0.00        2  ActionController::Session::CookieStore#persistent_session_id!
  0.01      0.00     0.00     0.00     0.00        1  ActionController::CookieJar#initialize
  0.01      0.00     0.00     0.00     0.00        1  ActionView::Helpers::AssetTagHelper#compute_asset_host
  0.01      0.00     0.00     0.00     0.00        2  Authlogic::Session::Session::Config#session_key
  0.01      0.00     0.00     0.00     0.00        1  ActionController::Request#accepts
  0.01      0.00     0.00     0.00     0.00        1  <Class::ActiveRecord::ConnectionAdapters::AbstractAdapter>#checkin_callback_chain(d1)
  0.01      0.00     0.00     0.00     0.00        1  Authlogic::Session::Cookies::InstanceMethods#cookie_credentials
  0.01      0.00     0.00     0.00     0.00        4  Module#const_defined?
  0.01      0.00     0.00     0.00     0.00        5  <Class::Thread>#pass
  0.01      0.00     0.00     0.00     0.00        1  ActionController::Base#request_origin
  0.01      0.27     0.00     0.00     0.27        1  <Class::ActionController::Base>#call
  0.01      0.00     0.00     0.00     0.00        1  SQLite3::ResultSet#commence
  0.01      0.00     0.00     0.00     0.00        1  I18n::Backend::Base#resolve
  0.01      0.00     0.00     0.00     0.00        1  ERB::Util#html_escape
  0.01      0.00     0.00     0.00     0.00        4  String#upcase
  0.01      0.00     0.00     0.00     0.00        1  ActionController::Routing::RouteSet#to_plain_segments
  0.01      0.27     0.00     0.00     0.27        1  Rack::Lock#call
  0.01      0.00     0.00     0.00     0.00        5  <Class::Array>#allocate
  0.01      0.00     0.00     0.00     0.00        1  ActionController::ParamsParser#parse_formatted_parameters
  0.01      0.27     0.00     0.00     0.27        1  Mutex#synchronize
  0.01      0.02     0.00     0.00     0.02        1  ApplicationController#current_user_session
  0.01      0.00     0.00     0.00     0.00        1  Rack::Lint#each
  0.01      0.21     0.00     0.00     0.21        2  ActionView::Template#render_template
  0.01      0.00     0.00     0.00     0.00        1  ActionController::Flash::FlashHash#sweep
  0.01      0.00     0.00     0.00     0.00        5  Fixnum#-
  0.01      0.00     0.00     0.00     0.00        1  Authlogic::Session::Id#credentials=
  0.01      0.00     0.00     0.00     0.00        2  HashWithIndifferentAccess#include?
  0.01      0.00     0.00     0.00     0.00        1  Authlogic::Session::Params::InstanceMethods#params_credentials
  0.01      0.00     0.00     0.00     0.00        5  ActionController::Base#params
  0.01      0.00     0.00     0.00     0.00        1  <Class::ActiveRecord::Base>#set_readonly_option!
  0.01      0.00     0.00     0.00     0.00        5  ActionController::Base#performed?
  0.01      0.00     0.00     0.00     0.00        2  Array#index
  0.01      0.00     0.00     0.00     0.00        1  ActionController::Response#content_type=
  0.01      0.00     0.00     0.00     0.00        1  <Class::ActiveRecord::Base>#sanitize_sql
  0.01      0.00     0.00     0.00     0.00        2  <Class::Rack::Utils::HeaderHash>#new
  0.01      0.00     0.00     0.00     0.00        1  ActionController::MimeResponds::Responder#xml
  0.01      0.00     0.00     0.00     0.00        2  Authlogic::Session::Password::InstanceMethods#login_field
  0.01      0.00     0.00     0.00     0.00        1  <Class::ActiveRecord::Base>#add_lock!
  0.01      0.00     0.00     0.00     0.00        1  ActionView::Base#initialize_without_template_tracking
  0.01      0.00     0.00     0.00     0.00        2  ActionController::Session::CookieStore#inject_persistent_session_id
  0.01      0.00     0.00     0.00     0.00        5  Authlogic::Session::Klass::Config#klass
  0.01      0.00     0.00     0.00     0.00        2  Kernel#extend
  0.01      0.00     0.00     0.00     0.00        2  ActionView::Template#mime_type
  0.01      0.00     0.00     0.00     0.00        1  <Class::ActiveRecord::Base>#add_limit!
  0.01      0.00     0.00     0.00     0.00        1  ActionView::Base#view_paths=
  0.01      0.00     0.00     0.00     0.00        3  <Module::I18n>#normalized_key_cache
  0.01      0.00     0.00     0.00     0.00        1  ActionController::Response#etag=
  0.01      0.00     0.00     0.00     0.00        1  ActionController::Layout#find_layout
  0.01      0.00     0.00     0.00     0.00        2  <Class::ActiveRecord::Base>#safe_to_array
  0.01      0.00     0.00     0.00     0.00        2  Authlogic::Session::Password::InstanceMethods#password_field
  0.01      0.00     0.00     0.00     0.00        1  ActionController::Session::CookieStore#marshal
  0.01      0.00     0.00     0.00     0.00        1  I18n::Backend::Base#default
  0.01      0.00     0.00     0.00     0.00        3  Kernel#Array
  0.01      0.02     0.00     0.00     0.02        1  ActiveRecord::ConnectionAdapters::SQLiteAdapter#catch_schema_changes
  0.01      0.00     0.00     0.00     0.00        1  ActionView::Helpers::AssetTagHelper#rewrite_asset_path
  0.01      0.00     0.00     0.00     0.00        1  Module#blankslate_original_append_features
  0.01      0.00     0.00     0.00     0.00        2  Rack::Utils::HeaderHash#include?
  0.01      0.00     0.00     0.00     0.00        1  <Class::Authlogic::Session::Base>#persist_callback_chain
  0.01      0.00     0.00     0.00     0.00        1  <Module::Authlogic::I18n>#t
  0.01      0.00     0.00     0.00     0.00        1  ActiveRecord::ConnectionAdapters::ConnectionPool#release_connection
  0.01      0.00     0.00     0.00     0.00        1  Rack::Lint::InputWrapper#rewind
  0.01      0.00     0.00     0.00     0.00        1  Authlogic::Session::Activation::InstanceMethods#initialize
  0.01      0.00     0.00     0.00     0.00        1  Rack::Lint#close
  0.01      0.00     0.00     0.00     0.00        4  Rack::Request#initialize
  0.01      0.00     0.00     0.00     0.00        1  Class#new_without_capture
  0.01      0.00     0.00     0.00     0.00        1  ActionController::Response#nonempty_ok_response?
  0.01      0.25     0.00     0.00     0.25        1  ActionController::Filters::InstanceMethods#perform_action_without_benchmark
  0.01      0.27     0.00     0.00     0.27        1  Rack::Head#call
  0.01      0.27     0.00     0.00     0.27        1  ActionController::ParamsParser#call
  0.01      0.00     0.00     0.00     0.00        2  ActionController::Base#controller_path
  0.01      0.00     0.00     0.00     0.00        1  Authlogic::Session::HttpAuth::InstanceMethods#persist_by_http_auth?
  0.01      0.00     0.00     0.00     0.00        4  Float#-
  0.01      0.00     0.00     0.00     0.00        1  Rack::Lint#check_input
  0.01      0.00     0.00     0.00     0.00        2  HashWithIndifferentAccess#has_key?
  0.01      0.27     0.00     0.00     0.27        1  ActiveRecord::QueryCache#call
  0.01      0.00     0.00     0.00     0.00        1  ActionController::Response#set_conditional_cache_control!
  0.01      0.00     0.00     0.00     0.00        1  Authlogic::Session::Cookies::InstanceMethods#persist_by_cookie
  0.01      0.00     0.00     0.00     0.00        1  ActionController::Base#send_response
  0.01      0.00     0.00     0.00     0.00        3  ActiveRecord::ConnectionAdapters::ConnectionPool#connected_without_synchronization?
  0.01      0.00     0.00     0.00     0.00        3  ActiveSupport::CoreExtensions::Hash::ReverseMerge#reverse_merge
  0.01      0.00     0.00     0.00     0.00        4  Integer#to_i
  0.01      0.00     0.00     0.00     0.00        4  ActionController::Base#view_paths
  0.01      0.00     0.00     0.00     0.00        1  ActionController::Base#initialize_current_url
  0.01      0.00     0.00     0.00     0.00        1  ActionView::Base#initialize
  0.01      0.00     0.00     0.00     0.00        1  ActionController::HttpAuthentication::Basic#authenticate
  0.01      0.00     0.00     0.00     0.00        1  ActionController::Request#request_parameters
  0.01      0.00     0.00     0.00     0.00        1  ActionView::Helpers::TagHelper#tag
  0.01      0.00     0.00     0.00     0.00        3  ActiveRecord::ConnectionAdapters::AbstractAdapter#reset_runtime
  0.01      0.00     0.00     0.00     0.00        2  OpenSSL::Digest#initialize
  0.01      0.00     0.00     0.00     0.00        2  ActionController::Filters::Filter#should_not_skip?
  0.01      0.00     0.00     0.00     0.00        1  Rack::Response#to_a
  0.01      0.00     0.00     0.00     0.00        1  ActiveSupport::Inflector#camelize
  0.01      0.00     0.00     0.00     0.00        1  ActionController::Response#convert_cookies!
  0.01      0.00     0.00     0.00     0.00        1  ActionController::Integration::ControllerCapture::ClassMethods#new
  0.01      0.00     0.00     0.00     0.00        1  Authlogic::Session::HttpAuth::InstanceMethods#persist_by_http_auth
  0.01      0.00     0.00     0.00     0.00        1  Hash#each_value
  0.01      0.00     0.00     0.00     0.00        1  ActionController::Session::CookieStore#unmarshal
  0.01      0.00     0.00     0.00     0.00        2  Rack::Request#parse_query
  0.01      0.00     0.00     0.00     0.00        1  Digest::Base#update
  0.01      0.00     0.00     0.00     0.00        1  Authlogic::Session::Session::InstanceMethods#persist_by_session
  0.01      0.02     0.00     0.00     0.02        1  ActiveRecord::ConnectionAdapters::QueryCache#select_all
  0.01      0.00     0.00     0.00     0.00        1  ActionView::Helpers::AssetTagHelper#rails_asset_id
  0.01      0.00     0.00     0.00     0.00        1  <Class::ActiveRecord::Base>#merge_includes
  0.01      0.00     0.00     0.00     0.00        1  Symbol#to_proc
  0.01      0.27     0.00     0.00     0.27        1  Rack::MethodOverride#call
  0.01      0.00     0.00     0.00     0.00        1  ActionController::Response#charset=
  0.01      0.00     0.00     0.00     0.00        1  ActionController::Base#validate_render_arguments
  0.01      0.00     0.00     0.00     0.00        2  Authlogic::ControllerAdapters::AbstractAdapter#session
  0.01      0.00     0.00     0.00     0.00        1  ActionView::Helpers::AssetTagHelper#expand_stylesheet_sources
  0.01      0.00     0.00     0.00     0.00        4  Authlogic::Session::Id#id
  0.01      0.00     0.00     0.00     0.00        4  Authlogic::Session::Scopes::InstanceMethods#scope
  0.01      0.00     0.00     0.00     0.00        2  Enumerable#max
  0.01      0.00     0.00     0.00     0.00        4  ActionController::Base#session
  0.01      0.00     0.00     0.00     0.00        3  <Object::Object>#[]
  0.01      0.00     0.00     0.00     0.00        1  Time#strftime
  0.01      0.00     0.00     0.00     0.00        3  Authlogic::Session::Validation#errors
  0.01      0.00     0.00     0.00     0.00        1  Array#inspect
  0.01      0.00     0.00     0.00     0.00        1  Authlogic::ControllerAdapters::RailsAdapter::RailsImplementation#activate_authlogic
  0.01      0.00     0.00     0.00     0.00        2  Hash#replace
  0.01      0.00     0.00     0.00     0.00        1  Rack::Lint#check_content_type
  0.01      0.27     0.00     0.00     0.27        1  ActionController::StringCoercion#call
  0.01      0.00     0.00     0.00     0.00        1  ActionController::StatusCodes#interpret_status
  0.01      0.00     0.00     0.00     0.00        1  ActiveRecord::Error#initialize
  0.01      0.00     0.00     0.00     0.00        1  <Class::ActiveRecord::Base>#add_order!
  0.01      0.00     0.00     0.00     0.00        1  ActionController::Response#convert_content_type!
  0.01      0.00     0.00     0.00     0.00        4  Array#length
  0.01      0.00     0.00     0.00     0.00        4  I18n::Config#locale
  0.01      0.00     0.00     0.00     0.00        1  SQLite3::Statement#close
  0.01      0.00     0.00     0.00     0.00        1  Authlogic::Session::Params::InstanceMethods#params_key
  0.01      0.00     0.00     0.00     0.00        2  ActiveRecord::ConnectionAdapters::AbstractAdapter#quote_table_name
  0.01      0.00     0.00     0.00     0.00        1  ActiveSupport::CoreExtensions::Time::Conversions#to_s


